review_title,review_text,sentiment
Simply awesome,good product if u r searcing cooler in this range its best product good cooling i recommend it,Positive
Highly recommended,good product,positive
Not recommended at all,i am using this cooler for the last 3 months at first month it was working fine but after that the cooler is not colling at all i dont know what wrong with it,positive
Not recommended at all,unhappy ,negative
Perfect product!,good,positive
Wonderful,nice product ,positive
Fair,cooler body is very weak,negative
Fair,big cooler but speed is average,neutral
Excellent,very good,positive
Good choice,good product,Positive
Highly recommended,nice cooler good fantastic cooling not less than air conditioners,positive
Super!,nice product,positive
Value-for-money,good,positive
Must buy!,nice product good job,positive
Simply awesome,value for money,positive
Great product,large in size,neutral
Very poor,bad,negative
Good,average,neutral
Nice,product is good i give 3star,positive
Classy product,very best at this price true value for the moneybut delivery was too delayed took 8 days to deliver,positive
Must buy!,very good cooler in this price,Positive
Brilliant,superb,positive
Perfect product!,got it for 7200 value for money,positive
Utterly Disappointed,defective product,Negative
Terrific purchase,great product at that price,positive
Terrific,nice products but one problem brod size,negative
Great product,great cooling,positive
Delightful,performance wise is ok cooling is good but the cooler plastic body quality is not very good,Positive
Bad quality,poor air throw dont go by reviews present its not even throwing till 15 ft,negative
Moderate,very bad product very noice service man is bad responsei hate this product do not buy this waste of money,negative
Really Nice,awesome product but did not get any remote and stand of cooler,positive
Wonderful,good product,positive
Delightful,indeed a good one but if can think of changing kush to a little better quality,positive
Awesome,awesome,positive
Don't waste your money,capacity of cooler is not 65lt water indicator not work,negative
Simply awesome,awesome product must buy it,positive
Very Good,nice and but the room is not so cool a i dont know why,negative
Utterly Disappointed,bad quality product,Negative
Awesome,awesome quality,
Pretty good,nice and super cooling,positive
Must buy!,good purchase at this range of price,positive
Nice,leaves a fishy smell sometimes which is unbearable cooling is average,neutral
Pretty good,super,Positive
Classy product,very good ,Positive
Great product,actual fan motor 91 waat and rpm1350 this is true,
Worth the money,good product ,positive
Fair,product is not same as shown in figure,neutral
Just okay,okay okay product,neutral
Terrible product,worst cooling normal table fan is better compared to this no cooling,negative
Very Good,superrrrrr,positive
Terrific purchase,best,positive
Terrific,nice product with super cooling,positive
Awesome,good product and great cooling,positive
Terrific,i ordered this for me parents in north india and they are chilling nin this scorching june,positive
Nice,good product,positive
Good choice,after use of one day i and my family love it,positive
Best in the market!,i bought it for rs 6900 and its awesome,positive
Super!,very satisfied i gifted to my father ,Positive
Best in the market!,go for it if u want good cooling and good air delivery,positive
Simply awesome,marvelous product ,positive
Terrific purchase,nice cooler cools the room even at 45 temperature surely go for it,positive
Really Nice,outlet valve is missing well talking about cooler you wont regret something like this at such price segment even cooling is well satisfactory,positive
